x,y
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
320,331
